id,siRef,sno,itmCod,desc,qty,price,disc,tot,vat,traDate,action
2300111,2300111,1,10012000,Hydra-new,1,16800,280,17346.0,826.0,2023-6-3 13-6-44,
2300111,2300111,2,10013000,Jumia,1,25200,3200,23100.0,1100.0,2023-6-3 13-6-44,
2300112,2300112,1,10007000,Crio Lipo,1,36400,4400,33600.0,1600.0,2023-6-3 13-6-58,
2300112,2300112,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095.0,195.0,2023-6-3 13-6-58,
2300113,2300113,1,10008001,DeodLeaser Hand Piece,3,2100,350,6247.5,297.5,2023-6-3 13-7-28,
2300114,2300114,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 13-7-48,
2300114,2300114,2,10001001,Microneedling RF - HandPiece,1,4725,2450,2388.75,113.75,2023-6-3 13-7-48,
2300115,2300115,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900.0,3900.0,2023-6-3 13-8-1,
2300116,2300116,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,700,7350.0,350.0,2023-6-3 13-8-24,
2300116,2300116,2,10004002,RF Fractional CO2 Laser - Accessories,1,1400,1600,-210.0,-10.0,2023-6-3 13-8-24,
2300117,2300117,1,10019000,VCA Laser,1,39200,9400,31290.0,1490.0,2023-6-3 13-8-40,
2300117,2300117,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-8-40,
2300118,2300118,1,10006000,Caviation Laser,1,24500,3500,22050.0,1050.0,2023-6-3 13-8-54,
2300118,2300118,2,10007000,Crio Lipo,1,36400,5400,32550.0,1550.0,2023-6-3 13-8-54,
2300118,2300118,3,10009001,G5 Slimming Applicators,3,2800,550,8242.5,392.5,2023-6-3 13-8-54,
2300119,2300119,1,10009000,G5 Slimming,1,51800,3800,50400.0,2400.0,2023-6-3 13-9-6,
2300119,2300119,2,10009001,G5 Slimming Applicators,2,2800,1400,4410.0,210.0,2023-6-3 13-9-6,
2300119,2300119,3,10010000,Hiemt A,1,85400,4400,85050.0,4050.0,2023-6-3 13-9-6,
2300120,2300120,1,10018004,SVTA Radio Hand Pice 4,3,1820,200,5523.0,263.0,2023-6-3 13-9-20,
2300120,2300120,2,10018005,SVTA Radio Hand Pice 5,2,2240,140,4557.0,217.0,2023-6-3 13-9-20,
2300121,2300121,1,10008001,DeodLeaser Hand Piece,1,2100,300,1890.0,90.0,2023-6-3 13-9-35,
2300122,2300122,1,10001000,Microneedling RF,2,31465,3465,62438.25,2973.25,2023-6-3 13-9-49,
2300122,2300122,2,10001001,Microneedling RF - HandPiece,1,4725,2175,2677.5,127.5,2023-6-3 13-9-49,
2300123,2300123,1,10008000,DeodLeaser,2,15400,3400,28770.0,1370.0,2023-6-3 13-10-50,
2300123,2300123,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095.0,195.0,2023-6-3 13-10-50,
2300124,2300124,1,10018007,SVTA Radio Hand Pice 7,3,2520,1040,6846.0,326.0,2023-6-3 13-11-2,
2300124,2300124,2,10018008,SVTA Radio Hand Pice 8,2,1400,350,2572.5,122.5,2023-6-3 13-11-2,
2300125,2300125,1,10004000,RF Fractional CO2 Laser,1,81900,2900,82950.0,3950.0,2023-6-3 13-11-18,
2300125,2300125,2,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,300,15855.0,755.0,2023-6-3 13-11-18,
2300126,2300126,1,10018005,SVTA Radio Hand Pice 5,3,2240,4800,2016.0,96.0,2023-6-3 13-11-30,
2300126,2300126,2,10018006,SVTA Radio Hand Pice 6,2,2380,0,4998.0,238.0,2023-6-3 13-11-30,
2300126,2300126,3,10018007,SVTA Radio Hand Pice 7,2,2520,0,5292.0,252.0,2023-6-3 13-11-30,
2300126,2300126,4,10018008,SVTA Radio Hand Pice 8,3,1400,0,4410.0,210.0,2023-6-3 13-11-30,
2300126,2300126,5,10018000,SVTA Radio,2,25200,3200,49560.0,2360.0,2023-6-3 13-11-30,
2300127,2300127,1,10016000,My Ultrasonic,1,9800,1800,8400.0,400.0,2023-6-3 13-11-57,
2300127,2300127,2,10017000,SPA Slim,1,8400,1400,7350.0,350.0,2023-6-3 13-11-57,
2300128,2300128,1,10018007,SVTA Radio Hand Pice 7,2,2520,500,4767.0,227.0,2023-6-3 13-12-17,
2300128,2300128,2,10018008,SVTA Radio Hand Pice 8,4,1400,30,5848.5,278.5,2023-6-3 13-12-17,
2300128,2300128,3,10018000,SVTA Radio,1,25200,3200,23100.0,1100.0,2023-6-3 13-12-17,
2300129,2300129,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,500,7560.0,360.0,2023-6-3 13-12-30,
2300129,2300129,2,10004002,RF Fractional CO2 Laser - Accessories,5,1400,20,7329.0,349.0,2023-6-3 13-12-30,
2300130,2300130,1,10008000,DeodLeaser,1,15400,300,15855.0,755.0,2023-6-3 13-12-59,
2300130,2300130,2,10009001,G5 Slimming Applicators,4,2800,255,11492.25,547.25,2023-6-3 13-12-59,
2300130,2300130,3,10014000,Konmision,1,39200,1200,39900.0,1900.0,2023-6-3 13-12-59,
2300131,2300131,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 13-13-51,
2300131,2300131,2,10001001,Microneedling RF - HandPiece,1,4725,650,4278.75,203.75,2023-6-3 13-13-51,
2300132,2300132,1,10008000,DeodLeaser,1,15400,2400,13650.0,650.0,2023-6-3 13-14-3,
2300132,2300132,2,10009001,G5 Slimming Applicators,2,2800,240,5628.0,268.0,2023-6-3 13-14-3,
2300133,2300133,1,10013000,Jumia,1,25200,2200,24150.0,1150.0,2023-6-3 13-14-20,
2300133,2300133,2,10014000,Konmision,1,39200,3200,37800.0,1800.0,2023-6-3 13-14-20,
2300134,2300134,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,43050.0,2050.0,2023-6-3 13-14-54,
2300134,2300134,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,2,6300,3900,9135.0,435.0,2023-6-3 13-14-54,
2300135,2300135,1,10017000,SPA Slim,1,8400,400,8400.0,400.0,2023-6-3 13-15-7,
2300135,2300135,2,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914.0,234.0,2023-6-3 13-15-7,
2300136,2300136,1,10019000,VCA Laser,1,39200,6200,34650.0,1650.0,2023-6-3 13-15-22,
2300136,2300136,2,10019001,VCA Leaser Hand Piece,2,40000,7500,76125.0,3625.0,2023-6-3 13-15-22,
2300137,2300137,1,10018003,SVTA Radio Hand Pice 3,2,1960,880,3192.0,152.0,2023-6-3 13-15-34,
2300137,2300137,2,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591.0,171.0,2023-6-3 13-15-34,
2300138,2300138,1,10011000,Hydra Fresh,1,74200,15400,61740.0,2940.0,2023-6-3 13-15-45,
2300138,2300138,2,10012000,Hydra-new,2,16800,3800,31290.0,1490.0,2023-6-3 13-15-45,
2300138,2300138,3,10013000,Jumia,1,25200,5200,21000.0,1000.0,2023-6-3 13-15-45,
2300139,2300139,1,10016000,My Ultrasonic,1,9800,2600,7560.0,360.0,2023-6-3 13-16-5,
2300140,2300140,1,10019000,VCA Laser,1,39200,3200,37800.0,1800.0,2023-6-3 13-16-19,
2300140,2300140,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-16-19,
2300141,2300141,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 13-16-34,
2300141,2300141,2,10001001,Microneedling RF - HandPiece,4,4725,1450,18322.5,872.5,2023-6-3 13-16-34,
2300141,2300141,3,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,1700,6300.0,300.0,2023-6-3 13-16-34,
2300141,2300141,4,10004002,RF Fractional CO2 Laser - Accessories,4,1400,400,5460.0,260.0,2023-6-3 13-16-34,
2300142,2300142,1,10018000,SVTA Radio,1,25200,500,25935.0,1235.0,2023-6-3 13-16-47,
2300142,2300142,2,10018001,SVTA Radio Hand Pice 1,3,1680,180,5103.0,243.0,2023-6-3 13-16-47,
2300142,2300142,3,10018002,SVTA Radio Hand Pice 2,2,2100,200,4200.0,200.0,2023-6-3 13-16-47,
2300142,2300142,4,10018003,SVTA Radio Hand Pice 3,2,1960,190,3916.5,186.5,2023-6-3 13-16-47,
2300142,2300142,5,10018004,SVTA Radio Hand Pice 4,1,1820,220,1680.0,80.0,2023-6-3 13-16-47,
2300143,2300143,1,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,700,7350.0,350.0,2023-6-3 13-16-58,
2300143,2300143,2,10004002,RF Fractional CO2 Laser - Accessories,6,1400,1600,7140.0,340.0,2023-6-3 13-16-58,
2300144,2300144,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 13-17-8,
2300144,2300144,2,10001001,Microneedling RF - HandPiece,2,4725,2450,7350.0,350.0,2023-6-3 13-17-8,
2300145,2300145,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914.0,234.0,2023-6-3 13-17-58,
2300145,2300145,2,10018002,SVTA Radio Hand Pice 2,4,2100,300,8505.0,405.0,2023-6-3 13-17-58,
2300146,2300146,1,10012000,Hydra-new,2,16800,280,34986.0,1666.0,2023-6-3 13-18-13,
2300146,2300146,2,10013000,Jumia,1,25200,3200,23100.0,1100.0,2023-6-3 13-18-13,
2300147,2300147,1,10018005,SVTA Radio Hand Pice 5,3,2240,240,6804.0,324.0,2023-6-3 13-18-29,
2300147,2300147,2,10018006,SVTA Radio Hand Pice 6,2,2380,1760,3150.0,150.0,2023-6-3 13-18-29,
2300148,2300148,1,10018000,SVTA Radio,1,25200,4400,21840.0,1040.0,2023-6-3 13-18-48,
2300148,2300148,2,10019000,VCA Laser,1,39200,320,40824.0,1944.0,2023-6-3 13-18-48,
2300149,2300149,1,10013000,Jumia,1,25200,2200,24150.0,1150.0,2023-6-3 13-18-59,
2300149,2300149,2,10014000,Konmision,1,39200,3200,37800.0,1800.0,2023-6-3 13-18-59,
2300150,2300150,1,10007000,Crio Lipo,1,36400,4400,33600.0,1600.0,2023-6-3 13-19-12,
2300150,2300150,2,10008001,DeodLeaser Hand Piece,5,2100,300,10710.0,510.0,2023-6-3 13-19-12,
2300151,2300151,1,10006000,Caviation Laser,1,24500,6000,19425.0,925.0,2023-6-3 13-19-28,
2300152,2300152,1,10003000,Portable Diode Laser Hair Removal Equipment,1,47180,6180,43050.0,2050.0,2023-6-3 13-19-39,
2300152,2300152,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,1,6300,3900,2520.0,120.0,2023-6-3 13-19-39,
2300153,2300153,1,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914.0,234.0,2023-6-3 13-20-3,
2300153,2300153,2,10018002,SVTA Radio Hand Pice 2,5,2100,300,10710.0,510.0,2023-6-3 13-20-3,
2300154,2300154,1,10008001,DeodLeaser Hand Piece,4,2100,300,8505.0,405.0,2023-6-3 13-20-14,
2300154,2300154,2,10008000,DeodLeaser,2,15400,3400,28770.0,1370.0,2023-6-3 13-20-14,
2300155,2300155,1,10018003,SVTA Radio Hand Pice 3,3,1960,880,5250.0,250.0,2023-6-3 13-20-26,
2300155,2300155,2,10018004,SVTA Radio Hand Pice 4,4,1820,220,7413.0,353.0,2023-6-3 13-20-26,
2300156,2300156,1,10019000,VCA Laser,1,39200,6200,34650.0,1650.0,2023-6-3 13-20-42,
2300156,2300156,2,10019001,VCA Leaser Hand Piece,2,40000,7500,76125.0,3625.0,2023-6-3 13-20-42,
2300157,2300157,1,10015000,Mickcara,1,43400,4400,40950.0,1950.0,2023-6-3 13-21-0,
2300157,2300157,2,10016000,My Ultrasonic,2,9800,3600,16800.0,800.0,2023-6-3 13-21-0,
2300158,2300158,1,10011000,Hydra Fresh,1,74200,15400,61740.0,2940.0,2023-6-3 13-21-13,
2300158,2300158,2,10012000,Hydra-new,2,16800,3800,31290.0,1490.0,2023-6-3 13-21-13,
2300158,2300158,3,10013000,Jumia,1,25200,5200,21000.0,1000.0,2023-6-3 13-21-13,
2300159,2300159,1,10008001,DeodLeaser Hand Piece,5,2100,350,10657.5,507.5,2023-6-3 13-21-25,
2300160,2300160,1,10017000,SPA Slim,2,8400,400,17220.0,820.0,2023-6-3 13-21-35,
2300160,2300160,2,10018001,SVTA Radio Hand Pice 1,5,1680,360,8442.0,402.0,2023-6-3 13-21-35,
2300161,2300161,1,10019000,VCA Laser,1,39200,9400,31290.0,1490.0,2023-6-3 13-21-50,
2300161,2300161,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-21-50,
2300162,2300162,1,10016000,My Ultrasonic,2,9800,2600,17850.0,850.0,2023-6-3 13-22-2,
2300163,2300163,1,10006000,Caviation Laser,1,24500,3500,22050.0,1050.0,2023-6-3 13-22-11,
2300163,2300163,2,10007000,Crio Lipo,1,36400,5400,32550.0,1550.0,2023-6-3 13-22-11,
2300163,2300163,3,10009001,G5 Slimming Applicators,5,2800,550,14122.5,672.5,2023-6-3 13-22-11,
2300164,2300164,1,10019000,VCA Laser,1,39200,3200,37800.0,1800.0,2023-6-3 13-22-20,
2300164,2300164,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-22-20,
2300165,2300165,1,10008000,DeodLeaser,2,15400,3400,28770.0,1370.0,2023-6-3 13-22-32,
2300165,2300165,2,10008001,DeodLeaser Hand Piece,3,2100,300,6300.0,300.0,2023-6-3 13-22-32,
2300166,2300166,1,10001000,Microneedling RF,1,31465,3465,29400.0,1400.0,2023-6-3 13-22-55,
2300166,2300166,2,10001001,Microneedling RF - HandPiece,3,4725,2175,12600.0,600.0,2023-6-3 13-22-55,
2300167,2300167,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900.0,3900.0,2023-6-3 13-23-9,
2300168,2300168,1,10018004,SVTA Radio Hand Pice 4,3,1820,200,5523.0,263.0,2023-6-3 13-23-20,
2300168,2300168,2,10018005,SVTA Radio Hand Pice 5,2,2240,140,4557.0,217.0,2023-6-3 13-23-20,
2300169,2300169,1,10018005,SVTA Radio Hand Pice 5,2,2240,4800,-336.0,-16.0,2023-6-3 13-23-32,
2300169,2300169,2,10018006,SVTA Radio Hand Pice 6,5,2380,0,12495.0,595.0,2023-6-3 13-23-32,
2300169,2300169,3,10018007,SVTA Radio Hand Pice 7,3,2520,0,7938.0,378.0,2023-6-3 13-23-32,
2300169,2300169,4,10018008,SVTA Radio Hand Pice 8,1,1400,0,1470.0,70.0,2023-6-3 13-23-32,
2300169,2300169,5,10018000,SVTA Radio,2,25200,3200,49560.0,2360.0,2023-6-3 13-23-32,
2300170,2300170,1,10016000,My Ultrasonic,1,9800,1800,8400.0,400.0,2023-6-3 13-23-44,
2300170,2300170,2,10017000,SPA Slim,2,8400,1400,16170.0,770.0,2023-6-3 13-23-44,
2300171,2300171,1,10001000,Microneedling RF,2,31465,2465,63488.25,3023.25,2023-6-3 13-23-58,
2300171,2300171,2,10001001,Microneedling RF - HandPiece,1,4725,1450,3438.75,163.75,2023-6-3 13-23-58,
2300171,2300171,3,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,1700,14385.0,685.0,2023-6-3 13-23-58,
2300171,2300171,4,10004002,RF Fractional CO2 Laser - Accessories,1,1400,400,1050.0,50.0,2023-6-3 13-23-58,
2300172,2300172,1,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,500,15645.0,745.0,2023-6-3 13-24-10,
2300172,2300172,2,10004002,RF Fractional CO2 Laser - Accessories,1,1400,20,1449.0,69.0,2023-6-3 13-24-10,
2300173,2300173,1,10011000,Hydra Fresh,1,74200,14200,63000.0,3000.0,2023-6-3 13-24-26,
2300173,2300173,2,10013000,Jumia,1,25200,5200,21000.0,1000.0,2023-6-3 13-24-26,
2300173,2300173,3,10016000,My Ultrasonic,2,9800,1600,18900.0,900.0,2023-6-3 13-24-26,
2300174,2300174,1,10008000,DeodLeaser,2,15400,300,32025.0,1525.0,2023-6-3 13-24-35,
2300174,2300174,2,10009001,G5 Slimming Applicators,2,2800,255,5612.25,267.25,2023-6-3 13-24-35,
2300174,2300174,3,10014000,Konmision,1,39200,1200,39900.0,1900.0,2023-6-3 13-24-35,
2300175,2300175,1,10004000,RF Fractional CO2 Laser,1,81900,2900,82950.0,3950.0,2023-6-3 13-24-45,
2300175,2300175,2,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,300,15855.0,755.0,2023-6-3 13-24-45,
2300176,2300176,1,10018004,SVTA Radio Hand Pice 4,5,1820,220,9324.0,444.0,2023-6-3 13-24-54,
2300176,2300176,2,10018005,SVTA Radio Hand Pice 5,4,2240,240,9156.0,436.0,2023-6-3 13-24-54,
2300177,2300177,1,10008000,DeodLeaser,1,15400,2400,13650.0,650.0,2023-6-3 13-25-4,
2300177,2300177,2,10009001,G5 Slimming Applicators,3,2800,240,8568.0,408.0,2023-6-3 13-25-4,
2300178,2300178,1,10018001,SVTA Radio Hand Pice 1,4,1680,280,6762.0,322.0,2023-6-3 13-25-32,
2300178,2300178,2,10018000,SVTA Radio,1,25200,3200,23100.0,1100.0,2023-6-3 13-25-32,
2300179,2300179,1,10009000,G5 Slimming,1,51800,3800,50400.0,2400.0,2023-6-3 13-25-44,
2300179,2300179,2,10009001,G5 Slimming Applicators,3,2800,1400,7350.0,350.0,2023-6-3 13-25-44,
2300179,2300179,3,10010000,Hiemt A,1,85400,4400,85050.0,4050.0,2023-6-3 13-25-44,
2300180,2300180,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 13-25-59,
2300180,2300180,2,10001001,Microneedling RF - HandPiece,3,4725,2450,12311.25,586.25,2023-6-3 13-25-59,
2300181,2300181,1,10007000,Crio Lipo,2,36400,4400,71820.0,3420.0,2023-6-3 13-26-44,
2300181,2300181,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095.0,195.0,2023-6-3 13-26-44,
2300182,2300182,1,10008000,DeodLeaser,2,15400,2400,29820.0,1420.0,2023-6-3 13-27-3,
2300182,2300182,2,10009001,G5 Slimming Applicators,2,2800,240,5628.0,268.0,2023-6-3 13-27-3,
2300183,2300183,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2142.0,102.0,2023-6-3 13-27-15,
2300183,2300183,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5397.0,257.0,2023-6-3 13-27-15,
2300184,2300184,1,10018001,SVTA Radio Hand Pice 1,1,1680,360,1386.0,66.0,2023-6-3 13-27-28,
2300184,2300184,2,10018002,SVTA Radio Hand Pice 2,2,2100,300,4095.0,195.0,2023-6-3 13-27-28,
2300185,2300185,1,10004001,RF Fractional CO2 Laser - Handpiece,2,7700,700,15435.0,735.0,2023-6-3 13-28-35,
2300185,2300185,2,10004002,RF Fractional CO2 Laser - Accessories,6,1400,1600,7140.0,340.0,2023-6-3 13-28-35,
2300186,2300186,1,10018007,SVTA Radio Hand Pice 7,3,2520,500,7413.0,353.0,2023-6-3 13-28-59,
2300186,2300186,2,10018008,SVTA Radio Hand Pice 8,2,1400,30,2908.5,138.5,2023-6-3 13-28-59,
2300186,2300186,3,10018000,SVTA Radio,2,25200,3200,49560.0,2360.0,2023-6-3 13-28-59,
2300187,2300187,1,10018001,SVTA Radio Hand Pice 1,2,1680,280,3234.0,154.0,2023-6-3 13-29-8,
2300187,2300187,2,10018000,SVTA Radio,1,25200,3200,23100.0,1100.0,2023-6-3 13-29-8,
2300188,2300188,1,10006000,Caviation Laser,1,24500,6000,19425.0,925.0,2023-6-3 13-29-21,
2300189,2300189,1,10019000,VCA Laser,1,39200,3200,37800.0,1800.0,2023-6-3 13-29-33,
2300189,2300189,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-29-33,
2300190,2300190,1,10011000,Hydra Fresh,1,74200,14200,63000.0,3000.0,2023-6-3 13-29-45,
2300190,2300190,2,10013000,Jumia,1,25200,5200,21000.0,1000.0,2023-6-3 13-29-45,
2300190,2300190,3,10016000,My Ultrasonic,3,9800,1600,29190.0,1390.0,2023-6-3 13-29-45,
2300191,2300191,1,10008001,DeodLeaser Hand Piece,3,2100,300,6300.0,300.0,2023-6-3 13-29-56,
2300192,2300192,1,10018005,SVTA Radio Hand Pice 5,3,2240,240,6804.0,324.0,2023-6-3 13-30-8,
2300192,2300192,2,10018006,SVTA Radio Hand Pice 6,1,2380,1760,651.0,31.0,2023-6-3 13-30-8,
2300193,2300193,1,10018000,SVTA Radio,1,25200,4400,21840.0,1040.0,2023-6-3 13-30-22,
2300193,2300193,2,10019000,VCA Laser,1,39200,320,40824.0,1944.0,2023-6-3 13-30-22,
2300194,2300194,1,10009000,G5 Slimming,1,51800,3800,50400.0,2400.0,2023-6-3 13-30-35,
2300194,2300194,2,10009001,G5 Slimming Applicators,4,2800,1400,10290.0,490.0,2023-6-3 13-30-35,
2300194,2300194,3,10010000,Hiemt A,1,85400,4400,85050.0,4050.0,2023-6-3 13-30-35,
2300195,2300195,1,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591.0,171.0,2023-6-3 13-30-48,
2300195,2300195,2,10018005,SVTA Radio Hand Pice 5,2,2240,240,4452.0,212.0,2023-6-3 13-30-48,
2300196,2300196,1,10008001,DeodLeaser Hand Piece,4,2100,300,8505.0,405.0,2023-6-3 13-31-2,
2300196,2300196,2,10008000,DeodLeaser,2,15400,3400,28770.0,1370.0,2023-6-3 13-31-2,
2300197,2300197,1,10003000,Portable Diode Laser Hair Removal Equipment,2,47180,6180,92589.0,4409.0,2023-6-3 13-31-19,
2300197,2300197,2,10003001,Portable Diode Laser Hair Removal Equipment - Hand Piece,2,6300,3900,9135.0,435.0,2023-6-3 13-31-19,
2300198,2300198,1,10013000,Jumia,1,25200,2200,24150.0,1150.0,2023-6-3 13-31-38,
2300198,2300198,2,10014000,Konmision,1,39200,3200,37800.0,1800.0,2023-6-3 13-31-38,
2300199,2300199,1,10007000,Crio Lipo,1,36400,3400,34650.0,1650.0,2023-6-3 13-31-52,
2300199,2300199,2,10008001,DeodLeaser Hand Piece,3,2100,1300,5250.0,250.0,2023-6-3 13-31-52,
2300200,2300200,1,10019000,VCA Laser,1,39200,3200,37800.0,1800.0,2023-6-3 13-32-6,
2300200,2300200,2,10019001,VCA Leaser Hand Piece,1,40000,4000,37800.0,1800.0,2023-6-3 13-32-6,
2300201,2300201,1,10008001,DeodLeaser Hand Piece,2,2100,300,4095.0,195.0,2023-6-3 13-32-19,
2300202,2300202,1,10018000,SVTA Radio,1,25200,500,25935.0,1235.0,2023-6-3 13-32-37,
2300202,2300202,2,10018001,SVTA Radio Hand Pice 1,3,1680,180,5103.0,243.0,2023-6-3 13-32-37,
2300202,2300202,3,10018002,SVTA Radio Hand Pice 2,2,2100,200,4200.0,200.0,2023-6-3 13-32-37,
2300202,2300202,4,10018003,SVTA Radio Hand Pice 3,2,1960,190,3916.5,186.5,2023-6-3 13-32-37,
2300202,2300202,5,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591.0,171.0,2023-6-3 13-32-37,
2300203,2300203,1,10017000,SPA Slim,2,8400,400,17220.0,820.0,2023-6-3 13-33-4,
2300203,2300203,2,10018001,SVTA Radio Hand Pice 1,3,1680,360,4914.0,234.0,2023-6-3 13-33-4,
2300204,2300204,1,10008001,DeodLeaser Hand Piece,3,2100,350,6247.5,297.5,2023-6-3 13-33-15,
2300205,2300205,1,10012000,Hydra-new,1,16800,280,17346.0,826.0,2023-6-3 13-33-32,
2300205,2300205,2,10013000,Jumia,1,25200,3200,23100.0,1100.0,2023-6-3 13-33-32,
2300206,2300206,1,10018007,SVTA Radio Hand Pice 7,1,2520,1040,1554.0,74.0,2023-6-3 13-33-46,
2300206,2300206,2,10018008,SVTA Radio Hand Pice 8,5,1400,350,6982.5,332.5,2023-6-3 13-33-46,
2300207,2300207,1,10006000,Caviation Laser,2,24500,3500,47775.0,2275.0,2023-6-3 13-34-5,
2300207,2300207,2,10007000,Crio Lipo,1,36400,5400,32550.0,1550.0,2023-6-3 13-34-5,
2300207,2300207,3,10009001,G5 Slimming Applicators,3,2800,550,8242.5,392.5,2023-6-3 13-34-5,
2300208,2300208,1,10018007,SVTA Radio Hand Pice 7,1,2520,1040,1554.0,74.0,2023-6-3 13-34-27,
2300208,2300208,2,10018008,SVTA Radio Hand Pice 8,2,1400,350,2572.5,122.5,2023-6-3 13-34-27,
2300209,2300209,1,10018003,SVTA Radio Hand Pice 3,2,1960,1880,2142.0,102.0,2023-6-3 13-34-39,
2300209,2300209,2,10018004,SVTA Radio Hand Pice 4,3,1820,320,5397.0,257.0,2023-6-3 13-34-39,
2300210,2300210,1,10004000,RF Fractional CO2 Laser,1,81900,3900,81900.0,3900.0,2023-6-3 13-34-52,
2300211,2300211,1,10001000,Microneedling RF,2,31465,3465,62438.25,2973.25,2023-6-3 13-35-7,
2300211,2300211,2,10001001,Microneedling RF - HandPiece,2,4725,2175,7638.75,363.75,2023-6-3 13-35-7,
2300212,2300212,1,10018004,SVTA Radio Hand Pice 4,3,1820,200,5523.0,263.0,2023-6-3 13-35-25,
2300212,2300212,2,10018005,SVTA Radio Hand Pice 5,2,2240,140,4557.0,217.0,2023-6-3 13-35-25,
2300213,2300213,1,10008000,DeodLeaser,1,15400,3400,12600.0,600.0,2023-6-3 13-35-42,
2300213,2300213,2,10008001,DeodLeaser Hand Piece,2,2100,300,4095.0,195.0,2023-6-3 13-35-42,
2300214,2300214,1,10018005,SVTA Radio Hand Pice 5,3,2240,4800,2016.0,96.0,2023-6-3 13-35-57,
2300214,2300214,2,10018006,SVTA Radio Hand Pice 6,2,2380,0,4998.0,238.0,2023-6-3 13-35-57,
2300214,2300214,3,10018007,SVTA Radio Hand Pice 7,2,2520,0,5292.0,252.0,2023-6-3 13-35-57,
2300214,2300214,4,10018008,SVTA Radio Hand Pice 8,2,1400,0,2940.0,140.0,2023-6-3 13-35-57,
2300214,2300214,5,10018000,SVTA Radio,2,25200,3200,49560.0,2360.0,2023-6-3 13-35-57,
2300215,2300215,1,10004000,RF Fractional CO2 Laser,1,81900,2900,82950.0,3950.0,2023-6-3 13-36-9,
2300215,2300215,2,10004001,RF Fractional CO2 Laser - Handpiece,3,7700,300,23940.0,1140.0,2023-6-3 13-36-9,
2300216,2300216,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 13-36-28,
2300216,2300216,2,10001001,Microneedling RF - HandPiece,2,4725,650,9240.0,440.0,2023-6-3 13-36-28,
2300217,2300217,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 13-36-41,
2300217,2300217,2,10001001,Microneedling RF - HandPiece,5,4725,1450,23283.75,1108.75,2023-6-3 13-36-41,
2300217,2300217,3,10004001,RF Fractional CO2 Laser - Handpiece,1,7700,1700,6300.0,300.0,2023-6-3 13-36-41,
2300217,2300217,4,10004002,RF Fractional CO2 Laser - Accessories,3,1400,400,3990.0,190.0,2023-6-3 13-36-41,
2300218,2300218,1,10018003,SVTA Radio Hand Pice 3,4,1960,880,7308.0,348.0,2023-6-3 13-36-56,
2300218,2300218,2,10018004,SVTA Radio Hand Pice 4,2,1820,220,3591.0,171.0,2023-6-3 13-36-56,
2300219,2300219,1,10011000,Hydra Fresh,1,74200,15400,61740.0,2940.0,2023-6-3 13-37-11,
2300219,2300219,2,10012000,Hydra-new,2,16800,3800,31290.0,1490.0,2023-6-3 13-37-11,
2300219,2300219,3,10013000,Jumia,2,25200,5200,47460.0,2260.0,2023-6-3 13-37-11,
2300220,2300220,1,10001000,Microneedling RF,1,31465,2465,30450.0,1450.0,2023-6-3 13-37-22,
2300220,2300220,2,10001001,Microneedling RF - HandPiece,3,4725,650,14201.25,676.25,2023-6-3 13-37-22,
